Protein	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage	Entry	ambig	gene_names_ordered_locus	gene_names_primary	Gene names  (synonym )	Protein names	Function [CC]	Catalytic activity	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology (biological process)	Gene ontology (cellular component)	Subcellular location [CC]	Pathway	Cofactor	Subunit structure [CC]	EC number	Length	Activity regulation	Kinetics	Miscellaneous [CC]	Status	Protein existence	Proteomes	Sign
p_1359	highco2_8	-0.2973778948091801	0.3294911061546092	-0.9025369403131616	8	0.39313444859135016	0.5589515526506721	NA	0.5	0.5	P73724	no	sll1624	NA	NA	Regulatory components of sensory transduction system	NA	NA	phosphorelay signal transduction system [GO:0000160]	NA	phosphorelay signal transduction system [GO:0000160]	NA	NA	NA	NA	NA	NA	334	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_136	highco2_4	-0.7656633835943388	0.27353831646846194	-2.7991083424051757	9	0.02074282911670311	0.09049895606561599	NA	0.0625	0.0625	P72622	no	sll1394	msrA1	NA	Peptide methionine sulfoxide reductase MsrA 1 (Protein-methionine-S-oxide reductase 1) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase 1) (Peptide Met(O) reductase 1)	FUNCTION: Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine (By similarity). {ECO:0000250}.	CATALYTIC ACTIVITY: Reaction=[thioredoxin]-disulfide + H2O + L-methionyl-[protein] = [thioredoxin]-dithiol + L-methionyl-(S)-S-oxide-[protein]; Xref=Rhea:RHEA:14217, Rhea:RHEA-COMP:10698, Rhea:RHEA-COMP:10700, Rhea:RHEA-COMP:12313, Rhea:RHEA-COMP:12315, ChEBI:CHEBI:15377, ChEBI:CHEBI:16044, ChEBI:CHEBI:29950, ChEBI:CHEBI:44120, ChEBI:CHEBI:50058; EC=1.8.4.11; CATALYTIC ACTIVITY: Reaction=[thioredoxin]-disulfide + H2O + L-methionine = [thioredoxin]-dithiol + L-methionine (S)-S-oxide; Xref=Rhea:RHEA:19993, Rhea:RHEA-COMP:10698, Rhea:RHEA-COMP:10700, ChEBI:CHEBI:15377, ChEBI:CHEBI:29950, ChEBI:CHEBI:50058, ChEBI:CHEBI:57844, ChEBI:CHEBI:58772; EC=1.8.4.11;	cytoplasm [GO:0005737]; L-methionine-(S)-S-oxide reductase activity [GO:0036456]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113]; cellular protein modification process [GO:0006464]; cellular response to oxidative stress [GO:0034599]	L-methionine-(S)-S-oxide reductase activity [GO:0036456]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113]	cellular protein modification process [GO:0006464]; cellular response to oxidative stress [GO:0034599]	cytoplasm [GO:0005737]	NA	NA	NA	NA	1.8.4.11	222	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_136	highco2_8	-1.216851959940678	0.273538316468462	-4.448561267945717	9	0.0016035264185860765	0.014272710353861193	NA	0.046875	0.046875	P72622	no	sll1394	msrA1	NA	Peptide methionine sulfoxide reductase MsrA 1 (Protein-methionine-S-oxide reductase 1) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase 1) (Peptide Met(O) reductase 1)	FUNCTION: Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine (By similarity). {ECO:0000250}.	CATALYTIC ACTIVITY: Reaction=[thioredoxin]-disulfide + H2O + L-methionyl-[protein] = [thioredoxin]-dithiol + L-methionyl-(S)-S-oxide-[protein]; Xref=Rhea:RHEA:14217, Rhea:RHEA-COMP:10698, Rhea:RHEA-COMP:10700, Rhea:RHEA-COMP:12313, Rhea:RHEA-COMP:12315, ChEBI:CHEBI:15377, ChEBI:CHEBI:16044, ChEBI:CHEBI:29950, ChEBI:CHEBI:44120, ChEBI:CHEBI:50058; EC=1.8.4.11; CATALYTIC ACTIVITY: Reaction=[thioredoxin]-disulfide + H2O + L-methionine = [thioredoxin]-dithiol + L-methionine (S)-S-oxide; Xref=Rhea:RHEA:19993, Rhea:RHEA-COMP:10698, Rhea:RHEA-COMP:10700, ChEBI:CHEBI:15377, ChEBI:CHEBI:29950, ChEBI:CHEBI:50058, ChEBI:CHEBI:57844, ChEBI:CHEBI:58772; EC=1.8.4.11;	cytoplasm [GO:0005737]; L-methionine-(S)-S-oxide reductase activity [GO:0036456]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113]; cellular protein modification process [GO:0006464]; cellular response to oxidative stress [GO:0034599]	L-methionine-(S)-S-oxide reductase activity [GO:0036456]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113]	cellular protein modification process [GO:0006464]; cellular response to oxidative stress [GO:0034599]	cytoplasm [GO:0005737]	NA	NA	NA	NA	1.8.4.11	222	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_1360	highco2_4	-0.5549053182175885	0.2719270409264223	-2.0406404465223233	9	0.07169082769038848	0.20332758993709132	NA	0	0	P73730	no	sll1620	NA	NA	Sll1620 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	158	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1360	highco2_8	-0.8622557498976263	0.27192704092642234	-3.1709084427941625	9	0.011349393579295874	0.05179363086822735	NA	0	0	P73730	no	sll1620	NA	NA	Sll1620 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	158	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1361	highco2_4	-0.10055180924317862	0.3665935171870687	-0.2742869268794738	9	0.7900558517972547	0.8846416324232989	NA	0.17500000000000004	0.175	P73731	no	slr1739	NA	NA	Photosystem II reaction center Psb28 protein	NA	NA	photosystem II oxygen evolving complex [GO:0009654]; photosynthesis [GO:0015979]	NA	photosynthesis [GO:0015979]	photosystem II oxygen evolving complex [GO:0009654]	NA	NA	NA	NA	NA	122	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1361	highco2_8	0.04407538230288998	0.36659351718706873	0.12022957372811038	9	0.906942506856041	0.942835019193008	NA	0.15000000000000002	0.15	P73731	no	slr1739	NA	NA	Photosystem II reaction center Psb28 protein	NA	NA	photosystem II oxygen evolving complex [GO:0009654]; photosynthesis [GO:0015979]	NA	photosynthesis [GO:0015979]	photosystem II oxygen evolving complex [GO:0009654]	NA	NA	NA	NA	NA	122	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1362	highco2_4	-0.02401004028416719	0.19377071491609577	-0.1239095406886625	9	0.9041101224759247	0.9508736735530776	NA	0.03125	0.03125	P73732	no	slr1740	NA	NA	Extracellular solute-binding protein	NA	NA	ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]	peptide transmembrane transporter activity [GO:1904680]	peptide transport [GO:0015833]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	NA	NA	NA	582	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1362	highco2_8	-0.28939145492224716	0.1937707149160958	-1.4934736399540864	9	0.16951756183617794	0.3169625244749369	NA	0.0234375	0.0234375	P73732	no	slr1740	NA	NA	Extracellular solute-binding protein	NA	NA	ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]	peptide transmembrane transporter activity [GO:1904680]	peptide transport [GO:0015833]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	NA	NA	NA	582	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1363	highco2_4	-0.11848225203791007	0.4112656736239036	-0.2880917607197637	9	0.7798008695956917	0.8814333839795471	NA	0.050000000000000044	0.05	P73733	no	sll1618	NA	NA	Sll1618 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1363	highco2_8	0.029530093921386294	0.4112656736239037	0.07180296293920976	9	0.9443290355876339	0.9660688193553522	NA	0.09999999999999998	0.1	P73733	no	sll1618	NA	NA	Sll1618 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1364	highco2_4	-0.363887335458373	0.23107803754568607	-1.5747378648497887	9	0.14976951500251268	0.31876355653188965	NA	0.03125	0.03125	P73734	no	slr1742	gatD	NA	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD (EC 6.3.5.13) (Lipid II isoglutaminyl synthase glutaminase subunit) (EC 3.5.1.2)	FUNCTION: The lipid II isoglutaminyl synthase complex catalyzes the formation of alpha-D-isoglutamine in the cell wall lipid II stem peptide. The GatD subunit catalyzes the hydrolysis of glutamine to glutamate and ammonia. The resulting ammonia molecule is channeled to the active site of MurT. {ECO:0000256|HAMAP-Rule:MF_02213}.	CATALYTIC ACTIVITY: Reaction=ATP + beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-di-trans,octa-cis-undecaprenyl diphosphate + H2O + L-glutamine = ADP + beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-D-isoglutaminyl-L-Lys-D-Ala-D-Ala)-di-trans,octa-cis-undecaprenyl diphosphate + H(+) + L-glutamate + phosphate; Xref=Rhea:RHEA:57928, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:29985, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:58359, ChEBI:CHEBI:60033, ChEBI:CHEBI:62233, ChEBI:CHEBI:456216; EC=6.3.5.13; Evidence={ECO:0000256|HAMAP-Rule:MF_02213}; CATALYTIC ACTIVITY: Reaction=H2O + L-glutamine = L-glutamate + NH4(+); Xref=Rhea:RHEA:15889, ChEBI:CHEBI:15377, ChEBI:CHEBI:28938, ChEBI:CHEBI:29985, ChEBI:CHEBI:58359; EC=3.5.1.2; Evidence={ECO:0000256|HAMAP-Rule:MF_02213};	carbon-nitrogen ligase activity on lipid II [GO:0140282]; glutaminase activity [GO:0004359]; cell wall organization [GO:0071555]; cobalamin biosynthetic process [GO:0009236]; glutamine metabolic process [GO:0006541]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	carbon-nitrogen ligase activity on lipid II [GO:0140282]; glutaminase activity [GO:0004359]	cell wall organization [GO:0071555]; cobalamin biosynthetic process [GO:0009236]; glutamine metabolic process [GO:0006541]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	NA	NA	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|HAMAP-Rule:MF_02213}.	NA	SUBUNIT: Forms a heterodimer with MurT. {ECO:0000256|HAMAP-Rule:MF_02213}.	6.3.5.13; 3.5.1.2	256	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1364	highco2_8	-0.474599678214739	0.23107803754568612	-2.0538502198457804	9	0.07017520290358137	0.17314706420883652	NA	0	0	P73734	no	slr1742	gatD	NA	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD (EC 6.3.5.13) (Lipid II isoglutaminyl synthase glutaminase subunit) (EC 3.5.1.2)	FUNCTION: The lipid II isoglutaminyl synthase complex catalyzes the formation of alpha-D-isoglutamine in the cell wall lipid II stem peptide. The GatD subunit catalyzes the hydrolysis of glutamine to glutamate and ammonia. The resulting ammonia molecule is channeled to the active site of MurT. {ECO:0000256|HAMAP-Rule:MF_02213}.	CATALYTIC ACTIVITY: Reaction=ATP + beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-di-trans,octa-cis-undecaprenyl diphosphate + H2O + L-glutamine = ADP + beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-D-isoglutaminyl-L-Lys-D-Ala-D-Ala)-di-trans,octa-cis-undecaprenyl diphosphate + H(+) + L-glutamate + phosphate; Xref=Rhea:RHEA:57928, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:29985, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:58359, ChEBI:CHEBI:60033, ChEBI:CHEBI:62233, ChEBI:CHEBI:456216; EC=6.3.5.13; Evidence={ECO:0000256|HAMAP-Rule:MF_02213}; CATALYTIC ACTIVITY: Reaction=H2O + L-glutamine = L-glutamate + NH4(+); Xref=Rhea:RHEA:15889, ChEBI:CHEBI:15377, ChEBI:CHEBI:28938, ChEBI:CHEBI:29985, ChEBI:CHEBI:58359; EC=3.5.1.2; Evidence={ECO:0000256|HAMAP-Rule:MF_02213};	carbon-nitrogen ligase activity on lipid II [GO:0140282]; glutaminase activity [GO:0004359]; cell wall organization [GO:0071555]; cobalamin biosynthetic process [GO:0009236]; glutamine metabolic process [GO:0006541]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	carbon-nitrogen ligase activity on lipid II [GO:0140282]; glutaminase activity [GO:0004359]	cell wall organization [GO:0071555]; cobalamin biosynthetic process [GO:0009236]; glutamine metabolic process [GO:0006541]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	NA	NA	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|HAMAP-Rule:MF_02213}.	NA	SUBUNIT: Forms a heterodimer with MurT. {ECO:0000256|HAMAP-Rule:MF_02213}.	6.3.5.13; 3.5.1.2	256	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1365	highco2_4	0.4604537143548422	0.14821242376258864	3.1067146914243273	9	0.012585373788051246	0.06531114838691342	NA	0.025000000000000022	0.025	P73736	no	NA	amiA	NA	N-acetylmuramoyl-L-alanine amidase	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]; N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; peptidoglycan catabolic process [GO:0009253]	N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]	peptidoglycan catabolic process [GO:0009253]	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	NA	NA	NA	649	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1365	highco2_8	0.5122194246676336	0.14821242376258867	3.4559817029112403	9	0.0072063526677730305	0.037135128340629445	NA	0.008333333333333304	0.008333333333333333	P73736	no	NA	amiA	NA	N-acetylmuramoyl-L-alanine amidase	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]; N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; peptidoglycan catabolic process [GO:0009253]	N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]	peptidoglycan catabolic process [GO:0009253]	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	NA	NA	NA	649	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1366	highco2_4	0.5112492066378748	0.7770782372345564	0.6579121408126082	9	0.5270624408847637	0.7027499211796849	NA	0	0	P73740	no	slr0852	NA	NA	Slr0852 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	142	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1366	highco2_8	-0.25651461677368503	0.7770782372345565	-0.33010140354279105	9	0.7488773413934702	0.8344965304508716	NA	0	0	P73740	no	slr0852	NA	NA	Slr0852 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	142	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1367	highco2_4	1.0254015322471357	0.5475843806407064	1.8725909074458165	9	0.09390981493552797	0.24078298521384184	NA	0	0	P73742	no	sll0858	NA	NA	Sll0858 protein	NA	NA	periplasmic space [GO:0042597]	NA	NA	periplasmic space [GO:0042597]	SUBCELLULAR LOCATION: Periplasm {ECO:0000256|ARBA:ARBA00004418}.	NA	NA	NA	NA	197	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1367	highco2_8	1.1436452776483514	0.5475843806407064	2.088527938489075	9	0.06634153290232869	0.16871270586967652	NA	0	0	P73742	no	sll0858	NA	NA	Sll0858 protein	NA	NA	periplasmic space [GO:0042597]	NA	NA	periplasmic space [GO:0042597]	SUBCELLULAR LOCATION: Periplasm {ECO:0000256|ARBA:ARBA00004418}.	NA	NA	NA	NA	197	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1368	highco2_4	0.21554298735760227	0.2431844871287216	0.8863352671155862	9	0.3985009001838793	0.5960699142437406	NA	0.028846153846153855	0.028846153846153848	P73746	no	sll0854	NA	NA	Sll0854 protein	NA	NA	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	NA	NA	NA	NA	NA	NA	308	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1368	highco2_8	0.2427559870608954	0.24318448712872165	0.9982379629848699	9	0.34424458128726876	0.5096239368335237	NA	0.019230769230769273	0.019230769230769232	P73746	no	sll0854	NA	NA	Sll0854 protein	NA	NA	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	beta-lactamase activity [GO:0008800]	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	NA	NA	NA	NA	NA	NA	308	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1369	highco2_4	0.17800688317666474	0.3617283403980992	0.4921010142051898	9	0.6344280189089835	0.7842504310474978	NA	0.1607142857142857	0.16071428571428573	P73753	no	NA	lmbP	NA	LmbP protein	NA	NA	ATP binding [GO:0005524]; kinase activity [GO:0016301]	ATP binding [GO:0005524]; kinase activity [GO:0016301]	NA	NA	NA	NA	NA	NA	NA	326	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1369	highco2_8	0.41595851392192773	0.36172834039809926	1.1499196149910333	9	0.2798150540433848	0.4455163895859738	NA	0.0714285714285714	0.07142857142857142	P73753	no	NA	lmbP	NA	LmbP protein	NA	NA	ATP binding [GO:0005524]; kinase activity [GO:0016301]	ATP binding [GO:0005524]; kinase activity [GO:0016301]	NA	NA	NA	NA	NA	NA	NA	326	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_137	highco2_4	0.4284025105138208	0.2880886040115473	1.487051221563243	9	0.17117210404761884	0.348463248503337	NA	0.06818181818181823	0.06818181818181818	P72623	no	sll1393	glgA2	NA	Probable glycogen synthase 2 (EC 2.4.1.21) (Starch [bacterial glycogen] synthase 2)	FUNCTION: Synthesizes alpha-1,4-glucan chains using ADP-glucose. {ECO:0000250}.	CATALYTIC ACTIVITY: Reaction=[(1->4)-alpha-D-glucosyl](n) + ADP-alpha-D-glucose = [(1->4)-alpha-D-glucosyl](n+1) + ADP + H(+); Xref=Rhea:RHEA:18189, Rhea:RHEA-COMP:9584, Rhea:RHEA-COMP:9587, ChEBI:CHEBI:15378, ChEBI:CHEBI:15444, ChEBI:CHEBI:57498, ChEBI:CHEBI:456216; EC=2.4.1.21;	alpha-1,4-glucan synthase activity [GO:0033201]; glycogen (starch) synthase activity [GO:0004373]; starch synthase activity [GO:0009011]; glycogen biosynthetic process [GO:0005978]	alpha-1,4-glucan synthase activity [GO:0033201]; glycogen (starch) synthase activity [GO:0004373]; starch synthase activity [GO:0009011]	glycogen biosynthetic process [GO:0005978]	NA	NA	PATHWAY: Glycan biosynthesis; glycogen biosynthesis.	NA	NA	2.4.1.21	491	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_137	highco2_8	-0.1465273290959823	0.28808860401154734	-0.5086189701905358	9	0.6232523676908925	0.7458812112989177	NA	0.06818181818181823	0.06818181818181818	P72623	no	sll1393	glgA2	NA	Probable glycogen synthase 2 (EC 2.4.1.21) (Starch [bacterial glycogen] synthase 2)	FUNCTION: Synthesizes alpha-1,4-glucan chains using ADP-glucose. {ECO:0000250}.	CATALYTIC ACTIVITY: Reaction=[(1->4)-alpha-D-glucosyl](n) + ADP-alpha-D-glucose = [(1->4)-alpha-D-glucosyl](n+1) + ADP + H(+); Xref=Rhea:RHEA:18189, Rhea:RHEA-COMP:9584, Rhea:RHEA-COMP:9587, ChEBI:CHEBI:15378, ChEBI:CHEBI:15444, ChEBI:CHEBI:57498, ChEBI:CHEBI:456216; EC=2.4.1.21;	alpha-1,4-glucan synthase activity [GO:0033201]; glycogen (starch) synthase activity [GO:0004373]; starch synthase activity [GO:0009011]; glycogen biosynthetic process [GO:0005978]	alpha-1,4-glucan synthase activity [GO:0033201]; glycogen (starch) synthase activity [GO:0004373]; starch synthase activity [GO:0009011]	glycogen biosynthetic process [GO:0005978]	NA	NA	PATHWAY: Glycan biosynthesis; glycogen biosynthesis.	NA	NA	2.4.1.21	491	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1370	highco2_4	-0.10712591944279187	0.3885184208840229	-0.2757293185714099	9	0.7889823253877124	0.8846416324232989	NA	0.15625	0.15625	P73757	no	NA	nplT	NA	Neopullulanase	NA	NA	glycosyltransferase activity [GO:0016757]; carbohydrate metabolic process [GO:0005975]	glycosyltransferase activity [GO:0016757]	carbohydrate metabolic process [GO:0005975]	NA	NA	NA	NA	NA	NA	508	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1370	highco2_8	0.10761176708513101	0.38851842088402294	0.2769798323597488	9	0.7880519881677626	0.8630545080405497	NA	0.125	0.125	P73757	no	NA	nplT	NA	Neopullulanase	NA	NA	glycosyltransferase activity [GO:0016757]; carbohydrate metabolic process [GO:0005975]	glycosyltransferase activity [GO:0016757]	carbohydrate metabolic process [GO:0005975]	NA	NA	NA	NA	NA	NA	508	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1371	highco2_4	-1.428444396945016	0.24990178344314237	-5.716023220258513	9	2.8840127215401523e-4	0.006368370948380499	NA	0.08750000000000002	0.0875	P73758	no	slr0864	NA	NA	ABC transporter	NA	NA	ATP binding [GO:0005524]	ATP binding [GO:0005524]	NA	NA	NA	NA	NA	NA	NA	574	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1371	highco2_8	-1.9375609335389155	0.24990178344314243	-7.753289739845929	9	2.8403958932665674e-5	0.001390502898658224	NA	0.15000000000000002	0.15	P73758	no	slr0864	NA	NA	ABC transporter	NA	NA	ATP binding [GO:0005524]	ATP binding [GO:0005524]	NA	NA	NA	NA	NA	NA	NA	574	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1372	highco2_4	-0.3085001494657308	0.3893326051457908	-0.7923820029154989	9	0.44851967102567913	0.636674715014059	NA	0.125	0.125	P73759	no	slr0865	NA	NA	Slr0865 protein	NA	NA	methyltransferase activity [GO:0008168]; methylation [GO:0032259]	methyltransferase activity [GO:0008168]	methylation [GO:0032259]	NA	NA	NA	NA	NA	NA	337	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1372	highco2_8	0.25372668603303977	0.3893326051457909	0.651696474118905	9	0.5308847500866025	0.6798607322749952	NA	0.0625	0.0625	P73759	no	slr0865	NA	NA	Slr0865 protein	NA	NA	methyltransferase activity [GO:0008168]; methylation [GO:0032259]	methyltransferase activity [GO:0008168]	methylation [GO:0032259]	NA	NA	NA	NA	NA	NA	337	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1373	highco2_4	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0	P73760	no	sll0839	NA	NA	Sll0839 protein	NA	NA	integral component of membrane [GO:0016021]	NA	NA	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	197	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1373	highco2_8	-0.6127118513311579	1.6862219151985458	-0.36336371020241043	4	0.7347225424051891	0.8251216847879759	NA	0.25	0	P73760	no	sll0839	NA	NA	Sll0839 protein	NA	NA	integral component of membrane [GO:0016021]	NA	NA	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	197	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1374	highco2_4	0.5629090960799954	0.12344333624332172	4.560060617370496	9	0.0013661497194674688	0.01606710865721523	NA	0.05882352941176472	0.058823529411764705	P73762	no	sll0837	NA	NA	Sll0837 protein	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	NA	NA	NA	294	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1374	highco2_8	0.17595705819186305	0.12344333624332175	1.425407507174226	9	0.18778479189718933	0.3425977008177629	NA	0.07352941176470584	0.07352941176470588	P73762	no	sll0837	NA	NA	Sll0837 protein	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	NA	NA	NA	294	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1375	highco2_4	-0.6251370208599584	0.4589436401547127	-1.362121546447884	9	0.20627309243217962	0.39464385681200453	NA	0	0	P73763	no	slr0867	NA	NA	Slr0867 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	214	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1375	highco2_8	-0.46664186539389246	0.4589436401547128	-1.0167737921732276	9	0.335814006807037	0.5023217851821928	NA	0	0	P73763	no	slr0867	NA	NA	Slr0867 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	214	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1376	highco2_4	-1.4192361887960427	0.2570024106400903	-5.52226800231676	9	3.6940041987088e-4	0.0073337844825741684	NA	0.18382352941176472	0.18382352941176472	P73765	no	slr0869	NA	NA	Slr0869 protein	NA	NA	GTPase activity [GO:0003924]; nucleotide binding [GO:0000166]	GTPase activity [GO:0003924]; nucleotide binding [GO:0000166]	NA	NA	NA	NA	NA	NA	NA	812	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1376	highco2_8	-1.2006418578536635	0.25700241064009033	-4.671714381446245	9	0.0011657638265902825	0.012143178785865762	NA	0.17647058823529416	0.17647058823529413	P73765	no	slr0869	NA	NA	Slr0869 protein	NA	NA	GTPase activity [GO:0003924]; nucleotide binding [GO:0000166]	GTPase activity [GO:0003924]; nucleotide binding [GO:0000166]	NA	NA	NA	NA	NA	NA	NA	812	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1377	highco2_4	-1.1661009541125933	0.9884629704680197	-1.1797113184325612	7	0.27664948561561387	0.47324124140021573	NA	0.125	0	P73766	no	slr0870	NA	NA	Slr0870 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	120	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
