Protein	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage	Entry	ambig	gene_names_ordered_locus	gene_names_primary	Gene names  (synonym )	Protein names	Function [CC]	Catalytic activity	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology (biological process)	Gene ontology (cellular component)	Subcellular location [CC]	Pathway	Cofactor	Subunit structure [CC]	EC number	Length	Activity regulation	Kinetics	Miscellaneous [CC]	Status	Protein existence	Proteomes	Sign
p_1043	lowco2_8	0.4583114572182218	0.6662243159470742	0.6879236411038331	9	0.5088408151147188	0.7342039118487942	NA	0	0	P72990	no	slr1603	NA	NA	Slr1603 protein	NA	NA	integral component of membrane [GO:0016021]	NA	NA	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	440	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1044	lowco2_4	-1.9596649653998874	1.4043335789399773	-1.395441221934668	8	0.20039836473641826	0.32902829670296896	NA	0.5625	0.4375	P72995	no	ssl2920	NA	NA	Ssl2920 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1044	lowco2_8	1.7332599478937216	1.300160254168154	1.3331125469626557	8	0.21920758479159153	0.5083650819126236	NA	0.3125	0.3125	P72995	no	ssl2920	NA	NA	Ssl2920 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1045	lowco2_4	-0.22507962047451485	0.37126508126458097	-0.6062504443128939	9	0.5593270855394064	0.6708791541399826	NA	0	0	P72996	no	sll1505	NA	NA	Sll1505 protein	NA	NA	toxin-antitoxin complex [GO:0110001]; ribonuclease activity [GO:0004540]	ribonuclease activity [GO:0004540]	NA	toxin-antitoxin complex [GO:0110001]	NA	NA	NA	NA	NA	111	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1045	lowco2_8	0.23263980714449203	0.371265081264581	0.6266137562737873	9	0.5464758137954926	0.7602381199600546	NA	0	0	P72996	no	sll1505	NA	NA	Sll1505 protein	NA	NA	toxin-antitoxin complex [GO:0110001]; ribonuclease activity [GO:0004540]	ribonuclease activity [GO:0004540]	NA	toxin-antitoxin complex [GO:0110001]	NA	NA	NA	NA	NA	111	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1046	lowco2_4	-0.3536351422519063	0.5541934951925637	-0.6381077102484394	9	0.5392983670267637	0.6545565781203521	NA	0	0	P72997	no	sll1504	NA	NA	Sll1504 protein	NA	NA	nucleotidyltransferase activity [GO:0016779]	nucleotidyltransferase activity [GO:0016779]	NA	NA	NA	NA	NA	NA	NA	102	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1046	lowco2_8	1.0121328801934195	0.5541934951925638	1.826316781003965	9	0.10108497583723919	0.36187422157219234	NA	0	0	P72997	no	sll1504	NA	NA	Sll1504 protein	NA	NA	nucleotidyltransferase activity [GO:0016779]	nucleotidyltransferase activity [GO:0016779]	NA	NA	NA	NA	NA	NA	NA	102	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1047	lowco2_4	-0.3446591896489205	0.5599279804307561	-0.6155420012834009	9	0.5534418629943205	0.6653110772997419	NA	0	0	P72998	no	sll1503	NA	NA	Sll1503 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	508	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1047	lowco2_8	0.45709494922722016	0.5599279804307561	0.8163459680574887	9	0.435376256514971	0.6786747528027489	NA	0	0	P72998	no	sll1503	NA	NA	Sll1503 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	508	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1048	lowco2_4	0.591166363550023	0.1685909013620285	3.506514045384721	9	0.006654991878197958	0.03618581777365853	NA	0.09375	0.09375	P73004	no	slr1609	NA	NA	Long-chain-fatty-acid CoA ligase	NA	NA	ligase activity [GO:0016874]	ligase activity [GO:0016874]	NA	NA	NA	NA	NA	NA	NA	696	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_1048	lowco2_8	0.6625937583746352	0.16859090136202856	3.930186937857312	9	0.003457062613471562	0.12116446869473717	NA	0.043749999999999956	0.04375	P73004	no	slr1609	NA	NA	Long-chain-fatty-acid CoA ligase	NA	NA	ligase activity [GO:0016874]	ligase activity [GO:0016874]	NA	NA	NA	NA	NA	NA	NA	696	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1049	lowco2_4	-3.3683901797264353	0.79156254885123	-4.255368302372156	9	0.002125594955236565	0.020592302258649255	NA	0.3125	0.3125	P73006	no	slr1042	NA	NA	CheY subfamily	NA	NA	phosphorelay signal transduction system [GO:0000160]	NA	phosphorelay signal transduction system [GO:0000160]	NA	NA	NA	NA	NA	NA	147	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1049	lowco2_8	-0.3668656063880606	0.7915625488512301	-0.46347014133056336	9	0.6540314925269031	0.8248464499483229	NA	0.0625	0.0625	P73006	no	slr1042	NA	NA	CheY subfamily	NA	NA	phosphorelay signal transduction system [GO:0000160]	NA	phosphorelay signal transduction system [GO:0000160]	NA	NA	NA	NA	NA	NA	147	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_105	lowco2_4	1.4799269973617726	0.5633352165572556	2.6270805620961166	9	0.02748992366552172	0.08348358378422979	NA	0.125	0.125	P53580	no	slr0786	NA	NA	Methionine aminopeptidase B (MAP B) (MetAP B) (EC 3.4.11.18) (Peptidase M)	FUNCTION: Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed. {ECO:0000255|HAMAP-Rule:MF_01974}.	CATALYTIC ACTIVITY: Reaction=Release of N-terminal amino acids, preferentially methionine, from peptides and arylamides.; EC=3.4.11.18; Evidence={ECO:0000255|HAMAP-Rule:MF_01974};	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; protein initiator methionine removal [GO:0070084]	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]	protein initiator methionine removal [GO:0070084]	NA	NA	NA	COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000255|HAMAP-Rule:MF_01974};  Note=Binds 2 divalent metal cations per subunit. Has a high-affinity and a low affinity metal-binding site. The true nature of the physiological cofactor is under debate. The enzyme is active with cobalt, zinc, manganese or divalent iron ions. Most likely, methionine aminopeptidases function as mononuclear Fe(2+)-metalloproteases under physiological conditions, and the catalytically relevant metal-binding site has been assigned to the histidine-containing high-affinity site. {ECO:0000255|HAMAP-Rule:MF_01974};	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_01974}.	3.4.11.18	274	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_105	lowco2_8	0.3243609626303964	0.5633352165572556	0.5757867662041138	9	0.5788700119373296	0.7817803206586806	NA	0.25	0.25	P53580	no	slr0786	NA	NA	Methionine aminopeptidase B (MAP B) (MetAP B) (EC 3.4.11.18) (Peptidase M)	FUNCTION: Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed. {ECO:0000255|HAMAP-Rule:MF_01974}.	CATALYTIC ACTIVITY: Reaction=Release of N-terminal amino acids, preferentially methionine, from peptides and arylamides.; EC=3.4.11.18; Evidence={ECO:0000255|HAMAP-Rule:MF_01974};	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; protein initiator methionine removal [GO:0070084]	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]	protein initiator methionine removal [GO:0070084]	NA	NA	NA	COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000255|HAMAP-Rule:MF_01974};  Note=Binds 2 divalent metal cations per subunit. Has a high-affinity and a low affinity metal-binding site. The true nature of the physiological cofactor is under debate. The enzyme is active with cobalt, zinc, manganese or divalent iron ions. Most likely, methionine aminopeptidases function as mononuclear Fe(2+)-metalloproteases under physiological conditions, and the catalytically relevant metal-binding site has been assigned to the histidine-containing high-affinity site. {ECO:0000255|HAMAP-Rule:MF_01974};	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_01974}.	3.4.11.18	274	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1050	lowco2_4	0.36757106873958206	0.3025712422533303	1.2148248657148655	9	0.2553419984723806	0.3902121475584346	NA	0	0	P73007	no	slr1043	NA	NA	Slr1043 protein	NA	NA	cytosol [GO:0005829]; chemotaxis [GO:0006935]; signal transduction [GO:0007165]	NA	chemotaxis [GO:0006935]; signal transduction [GO:0007165]	cytosol [GO:0005829]	NA	NA	NA	NA	NA	187	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1050	lowco2_8	0.5161886537051121	0.3025712422533303	1.706006988175462	9	0.12219421935577346	0.38695023203937207	NA	0.025000000000000022	0.025	P73007	no	slr1043	NA	NA	Slr1043 protein	NA	NA	cytosol [GO:0005829]; chemotaxis [GO:0006935]; signal transduction [GO:0007165]	NA	chemotaxis [GO:0006935]; signal transduction [GO:0007165]	cytosol [GO:0005829]	NA	NA	NA	NA	NA	187	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1051	lowco2_4	0.059792738977343336	0.32482581476382627	0.18407631493456678	9	0.8580342887608667	0.9045050241219041	NA	0.11029411764705888	0.11029411764705882	P73008	no	NA	mcpA	NA	Methyl-accepting chemotaxis protein	NA	NA	integral component of membrane [GO:0016021]; signal transduction [GO:0007165]	NA	signal transduction [GO:0007165]	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	869	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1051	lowco2_8	0.23453037795860981	0.3248258147638263	0.7220189015122818	9	0.48861665629230266	0.722190721112276	NA	0.08088235294117652	0.08088235294117647	P73008	no	NA	mcpA	NA	Methyl-accepting chemotaxis protein	NA	NA	integral component of membrane [GO:0016021]; signal transduction [GO:0007165]	NA	signal transduction [GO:0007165]	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	869	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1052	lowco2_4	-0.9296179560662833	0.6657662037344387	-1.3963129261471041	9	0.1960995439266846	0.3237078824572334	NA	0	0	P73010	no	slr1046	tatA	NA	Sec-independent protein translocase protein TatA	FUNCTION: Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system. {ECO:0000256|HAMAP-Rule:MF_00236}.	NA	integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281]; protein transmembrane transporter activity [GO:0008320]; protein transport by the Tat complex [GO:0043953]	protein transmembrane transporter activity [GO:0008320]	protein transport by the Tat complex [GO:0043953]	integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00236}; Single-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_00236}.	NA	NA	SUBUNIT: Forms a complex with TatC. {ECO:0000256|HAMAP-Rule:MF_00236}.	NA	126	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1052	lowco2_8	-0.8965072529292479	0.665766203734439	-1.3465796970475945	9	0.2110442395427683	0.5005986883822957	NA	0	0	P73010	no	slr1046	tatA	NA	Sec-independent protein translocase protein TatA	FUNCTION: Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system. {ECO:0000256|HAMAP-Rule:MF_00236}.	NA	integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281]; protein transmembrane transporter activity [GO:0008320]; protein transport by the Tat complex [GO:0043953]	protein transmembrane transporter activity [GO:0008320]	protein transport by the Tat complex [GO:0043953]	integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00236}; Single-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_00236}.	NA	NA	SUBUNIT: Forms a complex with TatC. {ECO:0000256|HAMAP-Rule:MF_00236}.	NA	126	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1053	lowco2_4	-0.757756923229926	0.7506079446677189	-1.009524251126028	9	0.3390925701103904	0.479206067726961	NA	0	0	P73013	no	sll1011	NA	NA	Sll1011 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	270	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1053	lowco2_8	0.0547467781715073	0.7506079446677191	0.07293658235357839	9	0.9434518231875195	0.9767131070921772	NA	0	0	P73013	no	sll1011	NA	NA	Sll1011 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	270	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1054	lowco2_4	-1.86677257602805	0.6176199835111265	-3.0225261906448986	9	0.014420182671404103	0.05643511893280517	NA	0	0	P73018	no	slr1053	NA	NA	Slr1053 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	267	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1054	lowco2_8	0.32546140995011297	0.6176199835111267	0.5269606208333601	9	0.6109612197867216	0.7945055239955391	NA	0	0	P73018	no	slr1053	NA	NA	Slr1053 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	267	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1055	lowco2_4	1.5644009821706044	1.2177863072525286	1.2846268453289478	7	0.23979761180122683	0.3739305803834134	NA	0.125	0	P73019	no	NA	frpC	NA	Iron-regulated protein	NA	NA	calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	NA	NA	NA	NA	NA	NA	NA	591	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1055	lowco2_8	-0.23618007914619335	1.2177863072525286	-0.19394213725316375	7	0.8517292007526704	0.9298095516425762	NA	0.125	0	P73019	no	NA	frpC	NA	Iron-regulated protein	NA	NA	calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	NA	NA	NA	NA	NA	NA	NA	591	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1056	lowco2_4	-1.812051470106055	0.4193448211072368	-4.3211490374950134	9	0.001929926851562458	0.01996122410239238	NA	0.06048387096774188	0.06048387096774194	P73020	no	NA	chlH	NA	Magnesium chelatase (EC 6.6.1.1)	NA	CATALYTIC ACTIVITY: Reaction=ATP + H2O + Mg(2+) + protoporphyrin IX = ADP + 3 H(+) + Mg-protoporphyrin IX + phosphate; Xref=Rhea:RHEA:13961, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:18420, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57306, ChEBI:CHEBI:60492, ChEBI:CHEBI:456216; EC=6.6.1.1; Evidence={ECO:0000256|ARBA:ARBA00001499};	ATP binding [GO:0005524]; magnesium chelatase activity [GO:0016851]; chlorophyll biosynthetic process [GO:0015995]; photosynthesis [GO:0015979]	ATP binding [GO:0005524]; magnesium chelatase activity [GO:0016851]	chlorophyll biosynthetic process [GO:0015995]; photosynthesis [GO:0015979]	NA	NA	PATHWAY: Porphyrin-containing compound metabolism. {ECO:0000256|ARBA:ARBA00023444}.	NA	NA	6.6.1.1	1331	NA	NA	NA	unreviewed	Evidence at protein level	UP000001425: Chromosome	Sign
p_1056	lowco2_8	-0.4870890319766202	0.41934482110723686	-1.1615477465311523	9	0.2752973182253826	0.5570028608042424	NA	0.03629032258064513	0.036290322580645164	P73020	no	NA	chlH	NA	Magnesium chelatase (EC 6.6.1.1)	NA	CATALYTIC ACTIVITY: Reaction=ATP + H2O + Mg(2+) + protoporphyrin IX = ADP + 3 H(+) + Mg-protoporphyrin IX + phosphate; Xref=Rhea:RHEA:13961, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:18420, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57306, ChEBI:CHEBI:60492, ChEBI:CHEBI:456216; EC=6.6.1.1; Evidence={ECO:0000256|ARBA:ARBA00001499};	ATP binding [GO:0005524]; magnesium chelatase activity [GO:0016851]; chlorophyll biosynthetic process [GO:0015995]; photosynthesis [GO:0015979]	ATP binding [GO:0005524]; magnesium chelatase activity [GO:0016851]	chlorophyll biosynthetic process [GO:0015995]; photosynthesis [GO:0015979]	NA	NA	PATHWAY: Porphyrin-containing compound metabolism. {ECO:0000256|ARBA:ARBA00023444}.	NA	NA	6.6.1.1	1331	NA	NA	NA	unreviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_1057	lowco2_4	-0.6038602616826185	0.6775109464748182	-0.8912922585599329	9	0.395974976204682	0.5336185209780508	NA	0	0	P73021	no	slr1056	NA	NA	Slr1056 protein	NA	NA	ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]; DNA synthesis involved in DNA repair [GO:0000731]; double-strand break repair [GO:0006302]	ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]	DNA synthesis involved in DNA repair [GO:0000731]; double-strand break repair [GO:0006302]	NA	NA	NA	NA	NA	NA	672	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1057	lowco2_8	-1.5285777421142506	0.6775109464748185	-2.256166856148448	9	0.050491904993638315	0.2798951774264695	NA	0	0	P73021	no	slr1056	NA	NA	Slr1056 protein	NA	NA	ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]; DNA synthesis involved in DNA repair [GO:0000731]; double-strand break repair [GO:0006302]	ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]	DNA synthesis involved in DNA repair [GO:0000731]; double-strand break repair [GO:0006302]	NA	NA	NA	NA	NA	NA	672	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1058	lowco2_4	-0.33664704839919574	0.3721587255422284	-0.9045792165928858	9	0.38926044786936087	0.5268057009407722	NA	0.16666666666666663	0.16666666666666666	P73023	no	sll1005	NA	NA	Regulatory protein for beta-lactamase	NA	NA	nucleoside-triphosphate diphosphatase activity [GO:0047429]; dATP catabolic process [GO:0046061]; dGTP catabolic process [GO:0006203]; dTTP catabolic process [GO:0046076]; dUTP catabolic process [GO:0046081]; TTP catabolic process [GO:0046047]; UTP catabolic process [GO:0046052]	nucleoside-triphosphate diphosphatase activity [GO:0047429]	dATP catabolic process [GO:0046061]; dGTP catabolic process [GO:0006203]; dTTP catabolic process [GO:0046076]; dUTP catabolic process [GO:0046081]; TTP catabolic process [GO:0046047]; UTP catabolic process [GO:0046052]	NA	NA	NA	NA	NA	NA	269	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1058	lowco2_8	0.23736509153408938	0.37215872554222845	0.6378060629594343	9	0.5394860217880271	0.7558369602484738	NA	0.10416666666666663	0.10416666666666667	P73023	no	sll1005	NA	NA	Regulatory protein for beta-lactamase	NA	NA	nucleoside-triphosphate diphosphatase activity [GO:0047429]; dATP catabolic process [GO:0046061]; dGTP catabolic process [GO:0006203]; dTTP catabolic process [GO:0046076]; dUTP catabolic process [GO:0046081]; TTP catabolic process [GO:0046047]; UTP catabolic process [GO:0046052]	nucleoside-triphosphate diphosphatase activity [GO:0047429]	dATP catabolic process [GO:0046061]; dGTP catabolic process [GO:0006203]; dTTP catabolic process [GO:0046076]; dUTP catabolic process [GO:0046081]; TTP catabolic process [GO:0046047]; UTP catabolic process [GO:0046052]	NA	NA	NA	NA	NA	NA	269	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1059	lowco2_4	0.700720921824207	0.21371989768900568	3.278688270962306	9	0.009549253499396393	0.04436983572681612	NA	0.125	0.125	P73024	no	sll1004	NA	NA	Sll1004 protein	NA	NA	integral component of membrane [GO:0016021]	NA	NA	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	394	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_1059	lowco2_8	0.17545793181234198	0.2137198976890057	0.8209714383620912	9	0.43286961964342474	0.6771963164040044	NA	0.125	0.125	P73024	no	sll1004	NA	NA	Sll1004 protein	NA	NA	integral component of membrane [GO:0016021]	NA	NA	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	394	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_106	lowco2_4	-1.8778462112490732	0.7580419590911753	-2.477232544621202	9	0.035150682564516034	0.09799168147217295	NA	0	0	P53581	no	sll0555	NA	NA	Methionine aminopeptidase C (MAP C) (MetAP C) (EC 3.4.11.18) (Peptidase M)	FUNCTION: Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed. {ECO:0000255|HAMAP-Rule:MF_01974}.	CATALYTIC ACTIVITY: Reaction=Release of N-terminal amino acids, preferentially methionine, from peptides and arylamides.; EC=3.4.11.18; Evidence={ECO:0000255|HAMAP-Rule:MF_01974};	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; protein initiator methionine removal [GO:0070084]	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]	protein initiator methionine removal [GO:0070084]	NA	NA	NA	COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000255|HAMAP-Rule:MF_01974};  Note=Binds 2 divalent metal cations per subunit. Has a high-affinity and a low affinity metal-binding site. The true nature of the physiological cofactor is under debate. The enzyme is active with cobalt, zinc, manganese or divalent iron ions. Most likely, methionine aminopeptidases function as mononuclear Fe(2+)-metalloproteases under physiological conditions, and the catalytically relevant metal-binding site has been assigned to the histidine-containing high-affinity site. {ECO:0000255|HAMAP-Rule:MF_01974};	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_01974}.	3.4.11.18	305	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_106	lowco2_8	-0.14102444372402648	0.7580419590911754	-0.1860377806699542	9	0.8565406884136741	0.9308575059448807	NA	0	0	P53581	no	sll0555	NA	NA	Methionine aminopeptidase C (MAP C) (MetAP C) (EC 3.4.11.18) (Peptidase M)	FUNCTION: Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed. {ECO:0000255|HAMAP-Rule:MF_01974}.	CATALYTIC ACTIVITY: Reaction=Release of N-terminal amino acids, preferentially methionine, from peptides and arylamides.; EC=3.4.11.18; Evidence={ECO:0000255|HAMAP-Rule:MF_01974};	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; protein initiator methionine removal [GO:0070084]	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]	protein initiator methionine removal [GO:0070084]	NA	NA	NA	COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000255|HAMAP-Rule:MF_01974};  Note=Binds 2 divalent metal cations per subunit. Has a high-affinity and a low affinity metal-binding site. The true nature of the physiological cofactor is under debate. The enzyme is active with cobalt, zinc, manganese or divalent iron ions. Most likely, methionine aminopeptidases function as mononuclear Fe(2+)-metalloproteases under physiological conditions, and the catalytically relevant metal-binding site has been assigned to the histidine-containing high-affinity site. {ECO:0000255|HAMAP-Rule:MF_01974};	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_01974}.	3.4.11.18	305	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_1060	lowco2_4	0.3034372410526922	0.41760067137228407	0.7266205776335617	9	0.48592644362873494	0.6094718897534397	NA	0.125	0.125	P73029	no	NA	ycf22	NA	Ycf22 protein	NA	NA	integral component of membrane [GO:0016021]	NA	NA	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	456	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1060	lowco2_8	-0.1867439528368413	0.4176006713722841	-0.44718307617461217	9	0.6653108831174528	0.8289682047099913	NA	0.25	0.25	P73029	no	NA	ycf22	NA	Ycf22 protein	NA	NA	integral component of membrane [GO:0016021]	NA	NA	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	456	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1061	lowco2_4	0.8011456846469952	0.289237083158623	2.7698581243388904	9	0.021758555246207623	0.07301734605349611	NA	0.017857142857142905	0.017857142857142856	P73031	no	ssl1918	NA	NA	Ssl1918 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_1061	lowco2_8	0.5170739972589794	0.28923708315862307	1.7877168156041952	9	0.10745815167110151	0.3722645068895685	NA	0	0	P73031	no	ssl1918	NA	NA	Ssl1918 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
